quantity,card name,color,cmc,scryfall ID,types,card text
1,Witching Well,"Blue",1,c4b664b0-e8ff-49f4-90a4-113444b169c9,"Artifact","When this artifact enters, scry 2. (Look at the top two cards of your library, then put any number of them on the bottom and the rest on top in any order.) {3}{U}, Sacrifice this artifact: Draw two cards."
1,Abbot of Keral Keep,"Red",2,cd94f624-9b35-4468-829f-106366f61c1a,"Creature","Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.) When this creature enters, exile the top card of your library. Until end of turn, you may play that card."
1,Adanto Vanguard,"White",2,21c950d7-b4f6-4902-8c9a-98f2933f9fa5,"Creature","As long as this creature is attacking, it gets +2/+0. Pay 4 life: This creature gains indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy it.)"
1,Ahn-Crop Crasher,"Red",3,cdf2b221-b94c-43b6-9a26-2ad737b00263,"Creature","Haste (This creature can attack and {T} as soon as it comes under your control.) You may exert this creature as it attacks. When you do, target creature can't block this turn. (An exerted creature won't untap during your next untap step.)"
1,Anax and Cymede,"White,Red",3,71d9fd43-576f-45db-ab8f-a9f2a0427398,"Creature","First strike, vigilance Heroic — Whenever you cast a spell that targets Anax and Cymede, creatures you control get +1/+1 and gain trample until end of turn."
1,Arcbound Prototype,"White",2,1cb0a1a4-9216-47f8-a4e3-20fe0de6a518,"Creature,Artifact","Modular 2 (This creature enters with two +1/+1 counters on it. When it dies, you may put its +1/+1 counters on target artifact creature.)"
1,Archaeomender,"Blue",3,22bb8779-ac19-43d6-b818-86eb8ee2f87d,"Creature","When this creature enters, return target artifact card from your graveyard to your hand."
1,Archfiend of Ifnir,"Black",5,9656903f-bd3e-4944-9f5f-f2d372a19f56,"Creature","Flying Whenever you cycle or discard another card, put a -1/-1 counter on each creature your opponents control. Cycling {2} ({2}, Discard this card: Draw a card.)"
1,Ardenvale Tactician // Dizzying Swoop,"White",3,c7d5e394-8e41-442e-ae97-a478a61e1b9d,"Creature,Instant","Flying // Tap up to two target creatures. (Then exile this card. You may cast the creature later from exile.)"
1,Audacious Thief,"Black",3,541b52de-e347-4ce2-b207-8079be664f9e,"Creature","Whenever this creature attacks, you draw a card and you lose 1 life."
1,"Baird, Argivian Recruiter","White,Red",2,1f643d78-d8d8-4645-9357-a68ebd0d3517,"Creature","At the beginning of your end step, if you control a creature with power greater than its base power, create a 1/1 white Soldier creature token."
1,Balduvian Atrocity,"Black",3,365333c4-59a0-4365-b242-a67b6224c1b8,"Creature","Kicker {R} (You may pay an additional {R} as you cast this spell.) Menace When this creature enters, if it was kicked, return target creature card with mana value 3 or less from your graveyard to the battlefield. It gains haste. Sacrifice it at the beginning of the next end step."
1,Baleful Strix,"Black,Blue",2,4ae1ec4a-5367-4663-841b-4038ae30a690,"Creature,Artifact","Flying, deathtouch When this creature enters, draw a card."
1,"Balmor, Battlemage Captain","Red,Blue",2,0b45ab13-9bb6-48af-8b37-d97b25801ac8,"Creature","Flying Whenever you cast an instant or sorcery spell, creatures you control get +1/+0 and gain trample until end of turn."
1,Battlewise Hoplite,"White,Blue",2,4c929a57-2c23-4bbf-b265-666630a4fde8,"Creature","Heroic — Whenever you cast a spell that targets this creature, put a +1/+1 counter on this creature, then scry 1. (To scry 1, look at the top card of your library, then you may put that card on the bottom.)"
1,Blazing Specter,"Red,Black",4,ad22937d-f56a-4a2b-b98e-0214f19d4350,"Creature","Flying, haste Whenever this creature deals combat damage to a player, that player discards a card."
1,Blood Artist,"Black",2,877558c4-f633-4510-97db-f1205a080ecb,"Creature","Whenever this creature or another creature dies, target player loses 1 life and you gain 1 life."
1,Bloodbraid Elf,"Green,Red",4,bb6a56ec-4b16-46d4-a1fc-4688e7a89574,"Creature","Haste (This creature can attack and {T} as soon as it comes under your control.) Cascade (When you cast this spell, exile cards from the top of your library until you exile a nonland card that costs less. You may cast it without paying its mana cost. Put the exiled cards on the bottom in a random order.)"
1,Bloodline Pretender,"",3,73f2d0bb-f6d6-4073-8959-31643f3b2bb6,"Creature,Artifact","Changeling (This card is every creature type.) As this creature enters, choose a creature type. Whenever another creature you control of the chosen type enters, put a +1/+1 counter on this creature."
1,Bogardan Dragonheart,"Red",3,feb81f44-8f22-4d28-a452-a50bef69a3e3,"Creature","Sacrifice another creature: Until end of turn, this creature becomes a Dragon with base power and toughness 4/4, flying, and haste."
1,Bomat Courier,"",1,425bff89-ad15-4d22-bce9-a4a07dbafd87,"Creature,Artifact","Haste Whenever this creature attacks, exile the top card of your library face down. (You can't look at it.) {R}, Discard your hand, Sacrifice this creature: Put all cards exiled with this creature into their owners' hands."
1,Boon Satyr,"Green",3,477a30f3-3cbe-42a5-9fae-fe5885a8cf25,"Creature,Enchantment","Flash Bestow {3}{G}{G} (If you cast this card for its bestow cost, it's an Aura spell with enchant creature. It becomes a creature again if it's not attached.) Enchanted creature gets +4/+2."
1,Brave-Kin Duo,"White",1,b8dd4693-424d-4d6e-86cf-24401a23d6b1,"Creature","{1}, {T}: Target creature gets +1/+1 until end of turn. Activate only as a sorcery."
1,Burning-Tree Emissary,"Green,Red",2,ba327a5e-bd57-4e24-b4b4-062202df30e1,"Creature","When this creature enters, add {R}{G}."
1,Cankerbloom,"Green",2,89b39293-6f57-4294-85fc-c718bdbb4d40,"Creature","{1}, Sacrifice this creature: Choose one — • Destroy target artifact. • Destroy target enchantment. • Proliferate. (Choose any number of permanents and/or players, then give each another counter of each kind already there.)"
1,Carrion Feeder,"Black",1,d3e33835-a293-4a1f-85d5-8ac22360ef35,"Creature","This creature can't block. Sacrifice a creature: Put a +1/+1 counter on this creature."
1,Cemetery Reaper,"Black",3,b874f27a-2e10-4331-8f6d-fd3575be0885,"Creature","Other Zombie creatures you control get +1/+1. {2}{B}, {T}: Exile target creature card from a graveyard. Create a 2/2 black Zombie creature token."
1,Changeling Berserker,"Red",4,9f2e8f24-2ee1-4516-bf60-7fe6a0c4baec,"Creature","Changeling (This card is every creature type.) Haste Champion a creature (When this enters, sacrifice it unless you exile another creature you control. When this leaves the battlefield, that card returns to the battlefield.)"
1,Charging Monstrosaur,"Red",5,98a55e1c-ec67-4300-9820-e5812438ad18,"Creature","Trample, haste"
1,Chomping Kavu,"Green",4,31c249d9-37c0-451d-866b-e834c4c57214,"Creature","Backup 1 (When this creature enters, put a +1/+1 counter on target creature. If that's another creature, it gains the following ability until end of turn.) This creature can't be blocked by creatures with power 2 or less."
1,Chrome Courier,"White,Blue",3,47a40b66-a700-4308-99f3-f3d40db30375,"Creature,Artifact","Flying When this creature enters, reveal the top two cards of your library. Put one of them into your hand and the other into your graveyard. If you put an artifact card into your hand this way, you gain 3 life."
1,Clarion Spirit,"White",2,86a4c348-1012-4339-960a-c7bc7fd84fbb,"Creature","Whenever you cast your second spell each turn, create a 1/1 white Spirit creature token with flying."
1,Coiling Stalker,"Green",2,6eba24f6-8a9c-4398-b2ab-3924b107c7b7,"Creature","Ninjutsu {1}{G} ({1}{G}, Return an unblocked attacker you control to hand: Put this card onto the battlefield from your hand tapped and attacking.) Whenever this creature deals combat damage to a player, put a +1/+1 counter on target creature you control that doesn't have a +1/+1 counter on it."
1,Corpse Knight,"White,Black",2,8859c03c-6c75-402f-9870-d4067a4ec4ed,"Creature","Whenever another creature you control enters, each opponent loses 1 life."
1,Courser of Kruphix,"Green",3,dc63d2ea-a980-466e-9ebb-f28008f84c3d,"Creature,Enchantment","Play with the top card of your library revealed. You may play lands from the top of your library. Landfall — Whenever a land you control enters, you gain 1 life."
1,Cruel Celebrant,"White,Black",2,b3f8be99-a398-4664-beb6-3e98d6e62a32,"Creature","Whenever this creature or another creature or planeswalker you control dies, each opponent loses 1 life and you gain 1 life."
1,Cryptbreaker,"Black",1,a3364105-68e9-45b5-874a-5c273d10f3f9,"Creature","{1}{B}, {T}, Discard a card: Create a 2/2 black Zombie creature token. Tap three untapped Zombies you control: You draw a card and you lose 1 life."
1,Daring Archaeologist,"White",4,306ebfe1-428d-4f38-950e-b72a44262c25,"Creature","When this creature enters, you may return target artifact card from your graveyard to your hand. Whenever you cast a historic spell, put a +1/+1 counter on this creature. (Artifacts, legendaries, and Sagas are historic.)"
1,Dark-Dweller Oracle,"Red",2,bd35664f-b99d-46b6-988e-8f2814b0a854,"Creature","{1}, Sacrifice a creature: Exile the top card of your library. You may play that card this turn. (You still pay its costs. You can play a land this way only if you have an available land play remaining.)"
1,Dire Fleet Daredevil,"Red",2,9de2ad47-c6d5-4cd8-ae32-66ae167e25a0,"Creature","First strike When this creature enters, exile target instant or sorcery card from an opponent's graveyard. You may cast it this turn, and mana of any type can be spent to cast that spell. If that spell would be put into a graveyard, exile it instead."
1,Diregraf Colossus,"Black",3,02351d67-2d73-43e3-82f7-5277c532d7ac,"Creature","This creature enters with a +1/+1 counter on it for each Zombie card in your graveyard. Whenever you cast a Zombie spell, create a tapped 2/2 black Zombie creature token."
1,Dragon's Rage Channeler,"Red",1,4ced112a-e775-4f97-97b3-74877e9dce12,"Creature","Whenever you cast a noncreature spell, surveil 1. (Look at the top card of your library. You may put that card into your graveyard.) Delirium — As long as there are four or more card types among cards in your graveyard, this creature gets +2/+2, has flying, and attacks each combat if able."
1,Dreadhorde Arcanist,"Red",2,fd97b3cf-924e-4f77-bb82-0bf19592389f,"Creature","Trample Whenever this creature attacks, you may cast target instant or sorcery card with mana value less than or equal to this creature's power from your graveyard without paying its mana cost. If that spell would be put into your graveyard, exile it instead."
1,Dreadhorde Butcher,"Red,Black",2,457bc402-4c31-465c-95e1-694f686e257e,"Creature","Haste Whenever this creature deals combat damage to a player or planeswalker, put a +1/+1 counter on this creature. When this creature dies, it deals damage equal to its power to any target."
1,Dryad Greenseeker,"Green",2,30171803-1e7b-430b-a0de-2dfd2f1115ac,"Creature","{T}: Look at the top card of your library. If it's a land card, you may reveal it and put it into your hand."
1,Dungeon Geists,"Blue",4,d3c81fda-c23d-437c-85f0-62d7b492ea32,"Creature","Flying When this creature enters, tap target creature an opponent controls. That creature doesn't untap during its controller's untap step for as long as you control this creature."
1,Earl of Squirrel,"Green",6,c7188d0f-0329-4ecc-ab2e-dea7c5f39852,"Creature","Squirrellink (Damage dealt by this creature also causes you to create that many 1/1 green Squirrel creature tokens.) Creature tokens you control are Squirrels in addition to their other creature types. Other Squirrels you control get +1/+1."
1,Elementalist Adept,"Blue",2,d9768cc6-8f53-4922-ae32-376a2f32d719,"Creature","Flash (You may cast this spell any time you could cast an instant.) Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)"
1,Elvish Reclaimer,"Green",1,3826a901-7219-46d1-acae-07a981877149,"Creature","This creature gets +2/+2 as long as there are three or more land cards in your graveyard. {2}, {T}, Sacrifice a land: Search your library for a land card, put it onto the battlefield tapped, then shuffle."
1,Embereth Shieldbreaker // Battle Display,"Red",2,e2f789b3-3274-4a93-b44b-fabc44c1833c,"Creature,Sorcery"," // Destroy target artifact. (Then exile this card. You may cast the creature later from exile.)"
1,Embodiment of Insight,"Green",5,2f3d83f7-b087-4e9b-8e98-6b9b060d0627,"Creature","Vigilance Land creatures you control have vigilance. Landfall — Whenever a land you control enters, you may have target land you control become a 3/3 Elemental creature with haste until end of turn. It's still a land."
1,Emeria Angel,"White",4,2406ab7c-c6be-421a-a92c-048441a01acd,"Creature","Flying Landfall — Whenever a land you control enters, you may create a 1/1 white Bird creature token with flying."
1,"Emmara, Soul of the Accord","White,Green",2,41b930ee-e16b-4612-87de-c03ecc6ff6db,"Creature","Whenever Emmara becomes tapped, create a 1/1 white Soldier creature token with lifelink."
1,Enduring Bondwarden,"White",1,eb0680eb-ceca-44d9-9654-78ea2ccfce17,"Creature","Backup 1 (When this creature enters, put a +1/+1 counter on target creature. If that's another creature, it gains the following ability until end of turn.) When this creature dies, put its counters on target creature you control."
1,Etherium Sculptor,"Blue",2,b0556f20-1ea8-4ab5-9a09-dec9959f017b,"Creature,Artifact","Artifact spells you cast cost {1} less to cast."
1,Eutropia the Twice-Favored,"Green,Blue",3,51908a18-c165-40e2-b4ad-6d062ef85761,"Creature","Constellation — Whenever an enchantment you control enters, put a +1/+1 counter on target creature. That creature gains flying until end of turn."
1,Experiment One,"Green",1,3b551403-47dd-4c2b-95c8-0e2e674d6fcf,"Creature","Evolve (Whenever a creature you control enters, if that creature has greater power or toughness than this creature, put a +1/+1 counter on this creature.) Remove two +1/+1 counters from this creature: Regenerate it. (The next time this creature would be destroyed this turn, instead tap it, remove it from combat, and heal all damage on it.)"
1,Fabled Hero,"White",3,642d9a5c-5697-4747-adce-5a71bcf1c086,"Creature","Double strike Heroic — Whenever you cast a spell that targets this creature, put a +1/+1 counter on it."
1,Faerie Guidemother // Gift of the Fae,"White",1,0e55af61-7755-4d3c-9197-ee36137fbeae,"Creature,Sorcery","Flying // Target creature gets +2/+1 and gains flying until end of turn. (Then exile this card. You may cast the creature later from exile.)"
1,Faerie Seer,"Blue",1,d1fcfeb4-1818-4e08-be4c-27b8a9dc12e6,"Creature","Flying When this creature enters, scry 2. (Look at the top two cards of your library, then put any number of them on the bottom and the rest on top in any order.)"
1,Faerie Vandal,"Blue",2,65c46caf-398f-4051-b589-b67a310d7046,"Creature","Flash (You may cast this spell any time you could cast an instant.) Flying Whenever you draw your second card each turn, put a +1/+1 counter on this creature."
1,Favored Hoplite,"White",1,19a43ca9-50ce-41b7-b8ef-8a5810edf254,"Creature","Heroic — Whenever you cast a spell that targets this creature, put a +1/+1 counter on this creature and prevent all damage that would be dealt to it this turn."
1,"Fblthp, the Lost","Blue",2,79b2c547-0d9e-4fd7-a399-347ad908c70b,"Creature","When Fblthp enters, draw a card. If it entered from your library or was cast from your library, draw two cards instead. When Fblthp becomes the target of a spell, shuffle Fblthp into its owner's library."
1,Fearless Fledgling,"White",2,0bb8d178-40be-419c-8f2c-46796849ec87,"Creature","Landfall — Whenever a land you control enters, put a +1/+1 counter on this creature. It gains flying until end of turn."
1,Feldon of the Third Path,"Red",3,1665327f-8267-4054-9be5-43a610887c26,"Creature","{2}{R}, {T}: Create a token that's a copy of target creature card in your graveyard, except it's an artifact in addition to its other types. It gains haste. Sacrifice it at the beginning of the next end step."
1,Fiend Hunter,"White",3,f606cf4d-e29b-415a-956c-b148045c44e9,"Creature","When this creature enters, you may exile another target creature. When this creature leaves the battlefield, return the exiled card to the battlefield under its owner's control."
1,Figure of Destiny,"White,Red",1,6add511b-1931-4e4e-9a4c-083bc5ff2bc2,"Creature","{R/W}: This creature becomes a Kithkin Spirit with base power and toughness 2/2. {R/W}{R/W}{R/W}: If this creature is a Spirit, it becomes a Kithkin Spirit Warrior with base power and toughness 4/4. {R/W}{R/W}{R/W}{R/W}{R/W}{R/W}: If this creature is a Warrior, it becomes a Kithkin Spirit Warrior Avatar with base power and toughness 8/8, flying, and first strike."
1,Filigree Familiar,"",3,875df3ef-fab4-455f-bfdb-8f6361b27bf6,"Creature,Artifact","When this creature enters, you gain 2 life. When this creature dies, draw a card."
1,Firefist Striker,"Red",2,6a6912e1-ec9a-4db7-a0fc-2cb91f740b80,"Creature","Battalion — Whenever this creature and at least two other creatures attack, target creature can't block this turn."
1,Fleshtaker,"White,Black",2,4b9bf7a7-28f8-410e-86d3-5637e473a5a1,"Creature","Whenever you sacrifice another creature, you gain 1 life and scry 1. (Look at the top card of your library. You may put that card on the bottom.) {1}, Sacrifice another creature: This creature gets +2/+2 until end of turn."
1,Flowerfoot Swordmaster,"White",1,97ff118f-9c3c-43a2-8085-980c7fe7d227,"Creature","Offspring {2} (You may pay an additional {2} as you cast this spell. If you do, when this creature enters, create a 1/1 token copy of it.) Valiant — Whenever this creature becomes the target of a spell or ability you control for the first time each turn, Mice you control get +1/+0 until end of turn."
1,Foundation Breaker,"Green",4,4f08381e-34f5-4d08-b737-8c37964719e0,"Creature","When this creature enters, you may destroy target artifact or enchantment. Evoke {1}{G} (You may cast this spell for its evoke cost. If you do, it's sacrificed when it enters.)"
1,Frost Trickster,"Blue",3,be2a0b62-7473-4c7e-9bf4-f0514bb2c151,"Creature","Flying When this creature enters, tap target creature an opponent controls. That creature doesn't untap during its controller's next untap step."
1,Gingerbrute,"",1,09a4578a-7dc6-4da3-93ee-913b10be5740,"Creature,Artifact","Haste (This creature can attack and {T} as soon as it comes under your control.) {1}: This creature can't be blocked this turn except by creatures with haste. {2}, {T}, Sacrifice this creature: You gain 3 life."
1,Goblin Cratermaker,"Red",2,88670dcc-715e-4570-8b0c-f4772a2c99e2,"Creature","{1}, Sacrifice this creature: Choose one — • This creature deals 2 damage to target creature. • Destroy target colorless nonland permanent."
1,Goblin Engineer,"Red",2,944ca6e7-084b-424a-80c1-e88de192fd98,"Creature","When this creature enters, you may search your library for an artifact card, put it into your graveyard, then shuffle. {R}, {T}, Sacrifice an artifact: Return target artifact card with mana value 3 or less from your graveyard to the battlefield."
1,Grateful Apparition,"White",2,755e0d2b-9a5e-4a13-b085-13c33e120de0,"Creature","Flying Whenever this creature deals combat damage to a player or planeswalker, proliferate. (Choose any number of permanents and/or players, then give each another counter of each kind already there.)"
1,Gravecrawler,"Black",1,08ef7130-5051-4e2c-b473-2dae3176078e,"Creature","This creature can't block. You may cast this card from your graveyard as long as you control a Zombie."
1,Graveshifter,"Black",4,b7bb405a-3643-4b3a-95d2-ea7ac9c6a2ff,"Creature","Changeling (This card is every creature type.) When this creature enters, you may return target creature card from your graveyard to your hand."
1,Grim Lavamancer,"Red",1,1ab6ffe8-e1ad-4db9-98f7-d6038f271866,"Creature","{R}, {T}, Exile two cards from your graveyard: This creature deals 2 damage to any target."
1,"Grumgully, the Generous","Green,Red",3,d8d7ac51-450e-473e-93e1-3fa9b3b6e2d4,"Creature","Each other non-Human creature you control enters with an additional +1/+1 counter on it."
1,Guttersnipe,"Red",3,48eeb13e-26f8-4fc7-8850-d38790317ea4,"Creature","Whenever you cast an instant or sorcery spell, this creature deals 2 damage to each opponent."
1,Hangar Scrounger,"Red",3,c2551b01-4d88-47f3-b54d-96ec03e093f8,"Creature","Backup 1 (When this creature enters, put a +1/+1 counter on target creature. If that's another creature, it gains the following ability until end of turn.) Whenever this creature becomes tapped, you may discard a card. If you do, draw a card."
1,Haywire Mite,"",1,0e8eb992-9dc3-4258-aee3-8b03e44a74f3,"Creature,Artifact","When this creature dies, you gain 2 life. {G}, Sacrifice this creature: Exile target noncreature artifact or noncreature enchantment."
1,Heartfire Immolator,"Red",2,869fb9f1-0d59-4874-aa52-ac665c3cc0e8,"Creature","Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.) {R}, Sacrifice this creature: It deals damage equal to its power to target creature or planeswalker."
1,Hero of Leina Tower,"Green",1,93f3f0ce-e8f5-4020-b8db-23a6aa7f7cb5,"Creature","Heroic — Whenever you cast a spell that targets this creature, you may pay {X}. If you do, put X +1/+1 counters on this creature."
1,Honored Hydra,"Green",6,21c33902-a06a-4321-bdf4-cea5494fda63,"Creature","Trample Embalm {3}{G} ({3}{G}, Exile this card from your graveyard: Create a token that's a copy of it, except it's a white Zombie Snake Hydra with no mana cost. Embalm only as a sorcery.)"
1,Hope Tender,"Green",2,9ffb676d-54b7-4d30-9c84-ff9b48030705,"Creature","{1}, {T}: Untap target land. {1}, {T}, Exert this creature: Untap two target lands. (An exerted creature won't untap during your next untap step.)"
1,Hopeful Initiate,"White",1,c655f9e8-ff99-48d0-83a9-ea6a853f17c6,"Creature","Training (Whenever this creature attacks with another creature with greater power, put a +1/+1 counter on this creature.) {2}{W}, Remove two +1/+1 counters from among creatures you control: Destroy target artifact or enchantment."
1,Hungering Hydra,"Green",1,cce0561d-252a-499f-bfa0-9de59e4ea5ba,"Creature","This creature enters with X +1/+1 counters on it. This creature can't be blocked by more than one creature. Whenever this creature is dealt damage, put that many +1/+1 counters on it. (It must survive the damage to get the counters.)"
1,Illuminator Virtuoso,"White",2,52ba20d9-9423-4114-8734-1dac307483c8,"Creature","Double strike Whenever this creature becomes the target of a spell you control, it connives. (Draw a card, then discard a card. If you discarded a nonland card, put a +1/+1 counter on this creature.)"
1,Ingenious Infiltrator,"Black,Blue",4,919cd266-b796-4a1c-937f-76b565c82495,"Creature","Ninjutsu {U}{B} ({U}{B}, Return an unblocked attacker you control to hand: Put this card onto the battlefield from your hand tapped and attacking.) Whenever a Ninja you control deals combat damage to a player, draw a card."
1,Intrepid Trufflesnout // Go Hog Wild,"Green",2,4224747e-1dbc-4a29-b5da-5916d8ca2768,"Creature,Instant","Whenever this creature attacks alone, create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this token: You gain 3 life."") // Target creature gets +2/+2 until end of turn. (Then exile this card. You may cast the creature later from exile.)"
1,"Ivy, Gleeful Spellthief","Green,Blue",2,9187f4ea-27f2-4f94-b783-6992087d64a4,"Creature","Flying Whenever a player casts a spell that targets only a single creature other than Ivy, you may copy that spell. The copy targets Ivy. (A copy of an Aura spell becomes a token.)"
1,Jadelight Ranger,"Green",3,bd117880-4e5d-4dd4-9719-6d6f5ecca91f,"Creature","When this creature enters, it explores, then it explores again. (Reveal the top card of your library. Put that card into your hand if it's a land. Otherwise, put a +1/+1 counter on this creature, then put the card back or put it into your graveyard. Then repeat this process.)"
1,"Jhoira, Weatherlight Captain","Red,Blue",4,776f490a-2f75-4c18-8164-56bd65bb09c6,"Creature","Whenever you cast a historic spell, draw a card. (Artifacts, legendaries, and Sagas are historic.)"
1,"Judith, the Scourge Diva","Red,Black",3,d6fb929c-1b8d-4d1d-aa69-ac6189cd7ebf,"Creature","Other creatures you control get +1/+0. Whenever a nontoken creature you control dies, Judith deals 1 damage to any target."
1,Juniper Order Rootweaver,"White",2,c56cf82f-8bbb-49ae-ad93-291cbec9126e,"Creature","Kicker {G} (You may pay an additional {G} as you cast this spell.) When this creature enters, if it was kicked, put a +1/+1 counter on target creature you control."
1,Kitesail Freebooter,"Black",2,88496096-fd9a-451a-85d9-31ccc3580623,"Creature","Flying When this creature enters, target opponent reveals their hand. You choose a noncreature, nonland card from it. Exile that card until this creature leaves the battlefield."
1,Knight of the Reliquary,"White,Green",3,205df311-a72d-40f1-b2ea-9b30274bc9bd,"Creature","This creature gets +1/+1 for each land card in your graveyard. {T}, Sacrifice a Forest or Plains: Search your library for a land card, put it onto the battlefield, then shuffle."
1,Kor Skyfisher,"White",2,d7501662-1216-4e08-bd2b-e0a459057942,"Creature","Flying When this creature enters, return a permanent you control to its owner's hand."
1,Korozda Guildmage,"Green,Black",2,42e19e30-3853-49e5-a3a3-5616e25df4ea,"Creature","{1}{B}{G}: Target creature gets +1/+1 and gains intimidate until end of turn. (It can't be blocked except by artifact creatures and/or creatures that share a color with it.) {2}{B}{G}, Sacrifice a nontoken creature: Create X 1/1 green Saproling creature tokens, where X is the sacrificed creature's toughness."
1,Kraul Harpooner,"Green",2,eab7414e-9e36-4420-a50a-61cb8061f349,"Creature","Reach Undergrowth — When this creature enters, choose up to one target creature you don't control with flying. This creature gets +X/+0 until end of turn, where X is the number of creature cards in your graveyard, then you may have this creature fight that creature."
